"id";"age";"sexe";"nivetud";"poids";"occup";"qualif";"freres.soeurs";"clso";"relig";"trav.imp";"trav.satisf";"hard.rock";"lecture.bd";"peche.chasse";"cuisine";"bricol";"cinema";"sport";"heures.tv"
1020;28;"Homme";"Enseignement technique ou professionnel long";14830,583829;"Exerce une profession";"Technicien";1;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Insatisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Non";3
1022;62;"Homme";"1er cycle";2373,9507896;"Retraite";"Ouvrier qualifie";1;"Oui";"NSP ou NVPR";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Oui";2
1027;59;"Homme";"Enseignement superieur y compris technique superieur";7660,7732216;"Exerce une profession";;6;"Non";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Oui";"Oui";"Non";"Oui";"Non";"Non";1
1028;60;"Homme";"Derniere annee d'etudes primaires";13470,767593;"Retire des affaires";;1;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Oui";"Oui";"Non";2
1030;53;"Homme";"1er cycle";5393,7502144;"Exerce une profession";"Technicien";5;"Oui";"Appartenance sans pratique";"Peu important";"Insatisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";2
1031;53;"Homme";"2eme cycle";2438,2638831;"Exerce une profession";"Cadre";0;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Insatisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";0
1032;63;"Homme";"1er cycle";11739,710307;"Retire des affaires";;2;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Oui";"Non";"Oui";"Non";"Oui";0
1035;61;"Femme";"Enseignement superieur y compris technique superieur";7048,2606267;"Retraite";"Profession intermediaire";0;"Oui";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";1
1036;32;"Homme";"Enseignement technique ou professionnel court";697,07077059;"Exerce une profession";"Employe";3;"Non";"Rejet";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";2
1037;32;"Femme";"Enseignement technique ou professionnel court";1191,8164087;"Exerce une profession";"Employe";0;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";2
1039;39;"Femme";"Enseignement superieur y compris technique superieur";658,85681237;"Exerce une profession";"Cadre";1;"Non";"Appartenance sans pratique";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";2
1040;50;"Femme";"Enseignement superieur y compris technique superieur";3228,1151187;"Chomeur";"Employe";7;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";1
1042;20;"Homme";;9262,3767415;"Etudiant, eleve";;1;"Oui";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";0,4
1043;42;"Femme";"2eme cycle";3561,1359598;"Exerce une profession";"Employe";2;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";2
1044;48;"Femme";"Enseignement superieur y compris technique superieur";3526,6171;"Au foyer";"Cadre";4;"Non";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";0,3
1047;31;"Femme";"Enseignement technique ou professionnel court";1282,8463518;"Exerce une profession";"Ouvrier qualifie";2;"Non";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";2
1048;55;"Homme";"Enseignement technique ou professionnel court";6626,0898436;"Exerce une profession";"Profession intermediaire";5;"Non";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";3
1049;59;"Femme";"Derniere annee d'etudes primaires";2756,8823604;"Au foyer";"Ouvrier specialise";1;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";3
1052;19;"Femme";;4680,8402679;"Etudiant, eleve";;7;"Ne sait pas";"Pratiquant regulier";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";0,6
1054;46;"Femme";"1er cycle";945,73992928;"Exerce une profession";"Ouvrier specialise";7;"Oui";"Appartenance sans pratique";"Aussi important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";0
1055;79;"Femme";"1er cycle";2134,4500566;"Retraite";"Employe";1;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";3
1058;38;"Femme";"1er cycle";568,19342183;"Exerce une profession";"Employe";7;"Non";"NSP ou NVPR";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";1,4
1062;36;"Homme";"Enseignement technique ou professionnel long";4935,8474513;"Exerce une profession";"Cadre";1;"Non";"Ni croyance ni appartenance";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";1
1066;28;"Homme";"Enseignement technique ou professionnel court";5772,6986891;"Exerce une profession";"Employe";1;"Non";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Oui";"Oui";"Oui";"Non";"Non";3
1068;46;"Femme";"2eme cycle";18223,966086;"Exerce une profession";;10;"Oui";"Ni croyance ni appartenance";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";2
1072;56;"Femme";"Enseignement superieur y compris technique superieur";1734,2617587;"Exerce une profession";"Employe";2;"Oui";"Pratiquant regulier";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";2
1076;60;"Homme";"Enseignement technique ou professionnel court";447,94658916;"Retraite";"Technicien";7;"Non";"Appartenance sans pratique";;;"Non";"Non";"Oui";"Non";"Oui";"Non";"Non";2
1078;33;"Femme";"Enseignement superieur y compris technique superieur";1484,9082941;"Exerce une profession";"Autre";2;"Non";"Pratiquant regulier";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";3
1080;55;"Homme";"Enseignement technique ou professionnel court";236,28395128;"Exerce une profession";"Profession intermediaire";1;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Non";"Non";4
1081;72;"Homme";"Enseignement superieur y compris technique superieur";2099,0766831;"Retraite";"Cadre";0;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Oui";3
1083;81;"Homme";"N'a jamais fait d'etudes";578,76913025;"Retraite";"Profession intermediaire";5;"Non";"Rejet";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";6
1089;68;"Homme";"1er cycle";10450,286455;"Retire des affaires";;3;"Oui";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";3
1090;53;"Femme";"Derniere annee d'etudes primaires";1804,0700115;"Au foyer";"Employe";3;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Oui";4
1091;50;"Femme";"Derniere annee d'etudes primaires";1246,4077936;"Au foyer";;2;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";3
1092;29;"Femme";"Enseignement technique ou professionnel long";5087,1315337;"Exerce une profession";"Profession intermediaire";1;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Insatisfaction";"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";0
1093;59;"Femme";"Derniere annee d'etudes primaires";1356,8151515;"Exerce une profession";"Employe";7;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";2
1095;57;"Femme";"Derniere annee d'etudes primaires";2094,2390768;"Chomeur";"Employe";6;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";3
1097;49;"Homme";"Enseignement technique ou professionnel court";10159,455262;"Exerce une profession";;4;"Non";"Ni croyance ni appartenance";"Aussi important que le reste";"Insatisfaction";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";3
1098;39;"Femme";"Enseignement superieur y compris technique superieur";6328,4889504;"Exerce une profession";"Profession intermediaire";1;"Non";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";0,4
1099;27;"Femme";;7627,150659;"Etudiant, eleve";;5;"Non";"Pratiquant regulier";;;"Non";"Non";"Oui";"Oui";"Non";"Oui";"Oui";0,7
1103;37;"Femme";"Enseignement superieur y compris technique superieur";2689,545135;"Exerce une profession";"Cadre";1;"Oui";"Appartenance sans pratique";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";4
1104;50;"Femme";"Enseignement technique ou professionnel long";1703,0081344;"Exerce une profession";"Cadre";1;"Oui";"Pratiquant occasionnel";"Peu important";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Non";0,7
1109;21;"Homme";"Enseignement technique ou professionnel court";2545,1752973;"Exerce une profession";"Ouvrier qualifie";2;"Non";"Pratiquant occasionnel";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";2
1110;76;"Homme";"Derniere annee d'etudes primaires";8200,2028868;"Retire des affaires";;2;"Oui";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";1
1117;89;"Femme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";5677,2143721;"Au foyer";"Ouvrier specialise";5;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";2
1118;25;"Femme";"Enseignement technique ou professionnel long";4357,1668861;"Exerce une profession";"Employe";3;"Non";"Pratiquant regulier";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";1
1122;90;"Femme";"1er cycle";14812,215758;"Retraite";"Employe";3;"Oui";"Pratiquant regulier";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";5
1123;63;"Homme";"Enseignement technique ou professionnel court";4633,9532856;"Retire des affaires";;13;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";0
1124;60;"Homme";"Enseignement superieur y compris technique superieur";7419,3415007;"Retraite";"Employe";2;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";4
1125;46;"Femme";"Derniere annee d'etudes primaires";2506,0634454;"Exerce une profession";"Employe";5;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";2
1126;23;"Homme";;836,26643874;"Etudiant, eleve";;2;"Non";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";2
1128;41;"Homme";"Enseignement superieur y compris technique superieur";4904,0741579;"Exerce une profession";"Technicien";4;"Non";"Rejet";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";1,4
1130;43;"Femme";"Enseignement technique ou professionnel long";2686,8730757;"Chomeur";"Employe";4;"Oui";"Appartenance sans pratique";;;"Oui";"Non";"Non";"Oui";"Oui";"Oui";"Non";3
1134;72;"Femme";"Enseignement superieur y compris technique superieur";5936,3090652;"Retraite";"Cadre";2;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";1,1
1135;42;"Femme";"Enseignement superieur y compris technique superieur";7741,2661276;"Au foyer";"Profession intermediaire";8;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";1
1136;48;"Homme";"Enseignement superieur y compris technique superieur";4916,1919816;"Exerce une profession";"Cadre";1;"Oui";"Pratiquant regulier";"Aussi important que le reste";"Satisfaction";"Non";"Oui";"Non";"Non";"Oui";"Oui";"Oui";0,1
1137;40;"Femme";"2eme cycle";4561,4956205;"Exerce une profession";"Employe";2;"Oui";"Ni croyance ni appartenance";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";1
1141;33;"Femme";"Enseignement technique ou professionnel court";8601,0230047;"Exerce une profession";"Employe";3;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";3
1142;24;"Homme";"Enseignement technique ou professionnel court";6721,1869042;"Exerce une profession";"Ouvrier qualifie";2;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Insatisfaction";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";2
1145;50;"Femme";"Enseignement superieur y compris technique superieur";2224,9110299;"Exerce une profession";"Profession intermediaire";0;"Oui";"Pratiquant occasionnel";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";2
1147;63;"Homme";"Enseignement technique ou professionnel court";6021,2332307;"Retraite";"Technicien";3;"Non";"Appartenance sans pratique";;;"Non";"Non";"Oui";"Oui";"Oui";"Non";"Non";3
1148;63;"Femme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";11891,591445;"Retire des affaires";;2;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";0
1152;66;"Femme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";6438,1535943;"Retraite";"Ouvrier specialise";2;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";4
1153;56;"Homme";"Enseignement technique ou professionnel long";935,32185339;"Exerce une profession";"Ouvrier qualifie";9;"Oui";"Appartenance sans pratique";"Aussi important que le reste";"Insatisfaction";"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";3
1154;37;"Femme";"Enseignement superieur y compris technique superieur";6165,343584;"Exerce une profession";"Employe";4;"Non";"Ni croyance ni appartenance";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Non";0,4
1158;48;"Femme";"Enseignement superieur y compris technique superieur";7940,6770368;"Au foyer";"Employe";9;"Non";"Rejet";;;"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";3
1159;34;"Femme";"Enseignement technique ou professionnel court";5775,9134663;"Exerce une profession";"Ouvrier qualifie";1;"Oui";"Rejet";"Moins important que le reste";"Satisfaction";"Non";"Non";"Oui";"Non";"Oui";"Non";"Non";3
1160;61;"Homme";"Enseignement technique ou professionnel court";3856,4401345;"Retraite";;0;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Oui";4
1161;40;"Femme";"Enseignement technique ou professionnel court";4561,4956205;"Exerce une profession";"Autre";2;"Non";"Rejet";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";3
1163;61;"Femme";"Enseignement technique ou professionnel court";13026,122278;"Retraite";"Employe";1;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";2
1164;21;"Femme";;10198,301624;"Etudiant, eleve";;2;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Oui";"Non";"Non";"Oui";"Non";0,7
1165;29;"Femme";"Enseignement technique ou professionnel court";3626,6150664;"Au foyer";"Employe";1;"Oui";"Pratiquant regulier";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Oui";2
1167;24;"Femme";"Enseignement technique ou professionnel court";7975,0173903;"Exerce une profession";"Employe";1;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Non";1
1168;31;"Femme";"2eme cycle";10213,329186;"Exerce une profession";"Employe";1;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";0
1172;56;"Femme";"2eme cycle";2910,7967498;"Exerce une profession";"Profession intermediaire";5;"Oui";"Pratiquant regulier";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";2
1173;71;"Homme";"Enseignement superieur y compris technique superieur";4921,9193061;"Retraite";"Cadre";2;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";2
1174;59;"Homme";"Enseignement superieur y compris technique superieur";793,82878154;"Exerce une profession";"Cadre";9;"Non";"Appartenance sans pratique";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Non";2
1175;20;"Femme";"Enseignement technique ou professionnel long";7178,219657;"Exerce une profession";"Employe";5;"Non";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";3
1176;31;"Homme";"2eme cycle";6819,1943716;"Exerce une profession";"Cadre";2;"Non";"Rejet";"Aussi important que le reste";"Equilibre";"Non";"Non";"Oui";"Non";"Oui";"Non";"Non";0
1177;19;"Femme";;4629,229073;"Etudiant, eleve";;0;"Oui";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";0,4
1180;69;"Homme";"2eme cycle";18190,653716;"Retraite";"Cadre";1;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";2
1182;40;"Femme";"Enseignement technique ou professionnel long";1271,5379152;"Exerce une profession";"Cadre";8;"Non";"Ni croyance ni appartenance";"Aussi important que le reste";"Satisfaction";"Non";"Oui";"Non";"Oui";"Non";"Non";"Non";3
1185;65;"Homme";"Enseignement technique ou professionnel long";3412,0878591;"Retraite";"Profession intermediaire";0;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Oui";3
1189;38;"Femme";"Enseignement technique ou professionnel court";11104,487835;"Au foyer";"Ouvrier qualifie";2;"Oui";"NSP ou NVPR";;;"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";4
1192;65;"Homme";"Enseignement superieur y compris technique superieur";1716,0206779;"Retraite";"Cadre";2;"Oui";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";3
1194;23;"Femme";"1er cycle";4809,1801566;"Chomeur";;4;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";6
1196;55;"Femme";"Enseignement superieur y compris technique superieur";1553,3195818;"Exerce une profession";"Employe";4;"Non";"NSP ou NVPR";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";2
1197;50;"Femme";"Enseignement technique ou professionnel court";2345,0425651;"Exerce une profession";;1;"Non";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";2
1198;45;"Homme";"Derniere annee d'etudes primaires";3653,2966582;"Chomeur";"Ouvrier specialise";8;"Non";"Pratiquant regulier";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";5
1199;50;"Femme";"2eme cycle";5082,0613634;"Exerce une profession";"Profession intermediaire";3;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";0
1203;35;"Homme";"Enseignement superieur y compris technique superieur";4079,2086683;"Exerce une profession";"Cadre";11;"Oui";"Ni croyance ni appartenance";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";2
1205;33;"Homme";"Enseignement superieur y compris technique superieur";3540,4399273;"Exerce une profession";"Cadre";5;"Non";"NSP ou NVPR";"Moins important que le reste";"Satisfaction";"Non";"Oui";"Oui";"Non";"Oui";"Oui";"Non";2
1209;44;"Homme";"Derniere annee d'etudes primaires";1355,7960419;"Exerce une profession";"Ouvrier qualifie";11;"Oui";"Appartenance sans pratique";"Aussi important que le reste";"Insatisfaction";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";0
1211;18;"Homme";"Enseignement technique ou professionnel court";14254,2815;"Exerce une profession";"Ouvrier specialise";1;"Non";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";5
1213;18;"Femme";"2eme cycle";4909,6994924;"Chomeur";;4;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Non";"Oui";"Non";10
1214;30;"Femme";"Enseignement technique ou professionnel long";2866,4680926;"Au foyer";"Ouvrier qualifie";2;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";5
1217;50;"Femme";"Enseignement technique ou professionnel long";4626,011717;"Exerce une profession";"Employe";1;"Non";"Pratiquant occasionnel";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";4
1221;49;"Femme";"Enseignement technique ou professionnel court";1508,1720709;"Exerce une profession";"Employe";4;"Non";"Pratiquant occasionnel";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";1
1222;28;"Femme";"Enseignement superieur y compris technique superieur";14685,750898;"Exerce une profession";"Technicien";0;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";0
1223;81;"Femme";"Derniere annee d'etudes primaires";2030,9006542;"Retraite";"Employe";3;"Oui";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Non";"Non";"Oui";3
1225;22;"Femme";;4253,3831826;"Etudiant, eleve";;1;"Oui";"Ni croyance ni appartenance";;;"Oui";"Non";"Non";"Oui";"Oui";"Oui";"Oui";0,3
1226;24;"Femme";"Enseignement technique ou professionnel long";3354,5469605;"Chomeur";"Employe";2;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";4
1227;68;"Homme";"N'a jamais fait d'etudes";1285,4522288;"Retraite";"Ouvrier qualifie";6;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";2
1228;47;"Femme";"Enseignement technique ou professionnel court";742,04353069;"Exerce une profession";"Profession intermediaire";4;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Oui";"Non";"Non";"Non";"Non";1
1229;72;"Femme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";797,6604796;"Autre inactif";"Ouvrier specialise";5;"Non";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";2
1232;42;"Homme";"Enseignement superieur y compris technique superieur";10181,682148;"Exerce une profession";"Profession intermediaire";2;"Oui";"Ni croyance ni appartenance";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";0
1237;52;"Homme";"Derniere annee d'etudes primaires";2852,0636128;"Exerce une profession";"Employe";2;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Non";"Oui";
1239;55;"Femme";"2eme cycle";1255,4706923;"Retraite";"Autre";6;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";0
1242;27;"Femme";"Enseignement technique ou professionnel court";3501,1827853;"Exerce une profession";"Ouvrier specialise";3;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Non";2
1245;57;"Homme";"Enseignement technique ou professionnel court";980,07778172;"Exerce une profession";;2;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";3
1246;68;"Femme";"Derniere annee d'etudes primaires";13390,012715;"Retire des affaires";;2;"Oui";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";5
1250;19;"Femme";;5689,9265892;"Exerce une profession";"Autre";2;"Non";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Oui";"Oui";"Oui";"Oui";"Oui";2
1253;33;"Femme";"Enseignement superieur y compris technique superieur";9380,6824313;"Exerce une profession";"Employe";2;"Oui";"Pratiquant occasionnel";"Peu important";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";3
1254;52;"Homme";"Enseignement superieur y compris technique superieur";2176,729824;"Chomeur";"Employe";15;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Oui";"Oui";"Non";1
1255;45;"Femme";"Enseignement technique ou professionnel court";2836,9188222;"Exerce une profession";"Employe";1;"Non";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";0,4
1256;44;"Femme";"Enseignement superieur y compris technique superieur";3312,5979368;"Au foyer";;3;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";3
1258;39;"Femme";"Enseignement technique ou professionnel court";7379,7626342;"Au foyer";"Employe";5;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";2
1259;48;"Femme";"Derniere annee d'etudes primaires";8032,8866698;"Au foyer";"Employe";5;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";6
1262;46;"Femme";"Enseignement superieur y compris technique superieur";4174,2358418;"Exerce une profession";"Profession intermediaire";1;"Non";"Pratiquant occasionnel";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";0
1263;48;"Femme";"Derniere annee d'etudes primaires";628,80378689;"Exerce une profession";"Ouvrier qualifie";8;"Oui";"Ni croyance ni appartenance";"Peu important";"Insatisfaction";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";1
1264;49;"Femme";"2eme cycle";2038,8226177;"Exerce une profession";"Autre";0;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Non";"Non";2
1273;64;"Homme";"Enseignement technique ou professionnel court";7739,3492782;"Retraite";"Ouvrier qualifie";2;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Oui";"Non";"Oui";"Non";"Oui";4
1274;26;"Homme";"Enseignement technique ou professionnel long";5921,6655672;"Exerce une profession";"Employe";1;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";4
1275;45;"Femme";"1er cycle";1420,2669389;"Exerce une profession";"Ouvrier specialise";4;"Oui";"Ni croyance ni appartenance";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";1
1276;52;"Homme";"1er cycle";1523,8042994;"Chomeur";"Ouvrier specialise";7;"Oui";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";5
1277;66;"Femme";"Derniere annee d'etudes primaires";5463,2682887;"Retire des affaires";;4;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";2
1279;70;"Femme";"Enseignement superieur y compris technique superieur";13572,656693;"Retraite";"Employe";0;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Oui";"Oui";"Oui";"Non";1
1280;44;"Femme";"N'a jamais fait d'etudes";1873,6914181;"Exerce une profession";"Autre";5;"Non";"Pratiquant regulier";"Le plus important";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Non";1
1281;63;"Homme";"Derniere annee d'etudes primaires";8411,9232023;"Retraite";"Cadre";2;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Oui";"Oui";"Non";6
1282;56;"Homme";"Derniere annee d'etudes primaires";127,9012204;"Exerce une profession";"Ouvrier specialise";12;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Non";"Non";1
